(30, 'dog', 'htgtrseee')
(51, 'patient', 'sra')
(51, 'patient', 'grl')
(52, 'dog', 'htgtrseee')
(52, 'dog', 'oogggggsa')
(52, 'dog', 'gfererrrr')
(52, 'dog', 'mnnaaarfda')
(52, 'dog', 'sra')
(52, 'dog', 'grl')
(52, 'cat', 'htgtrseee')
(52, 'cat', 'oogggggsa')
(52, 'cat', 'gfererrrr')
(52, 'cat', 'mnnaaarfda')
(52, 'cat', 'sra')
(52, 'cat', 'grl')
(52, 'airplane', 'htgtrseee')
(52, 'airplane', 'oogggggsa')
(52, 'airplane', 'gfererrrr')
(52, 'airplane', 'mnnaaarfda')
(52, 'airplane', 'sra')
(52, 'airplane', 'grl')
(52, 'car', 'htgtrseee')
(52, 'car', 'oogggggsa')
(52, 'car', 'gfererrrr')
(52, 'car', 'mnnaaarfda')
(52, 'car', 'sra')
(52, 'car', 'grl')
(52, 'tree', 'htgtrseee')
(52, 'tree', 'oogggggsa')
(52, 'tree', 'gfererrrr')
(52, 'tree', 'mnnaaarfda')
(52, 'tree', 'sra')
(52, 'tree', 'grl')
(52, 'lecturer', 'htgtrseee')
(52, 'lecturer', 'oogggggsa')
(52, 'lecturer', 'gfererrrr')
(52, 'lecturer', 'mnnaaarfda')
(52, 'lecturer', 'sra')
(52, 'lecturer', 'grl')
(52, 'nurse', 'htgtrseee')
(52, 'nurse', 'oogggggsa')
(52, 'nurse', 'gfererrrr')
(52, 'nurse', 'mnnaaarfda')
(52, 'nurse', 'sra')
(52, 'nurse', 'grl')
(52, 'doctor', 'htgtrseee')
(52, 'doctor', 'oogggggsa')
(52, 'doctor', 'gfererrrr')
(52, 'doctor', 'mnnaaarfda')
(52, 'doctor', 'sra')
(52, 'doctor', 'grl')
(52, 'hospital', 'htgtrseee')
(52, 'hospital', 'oogggggsa')
(52, 'hospital', 'gfererrrr')
(52, 'hospital', 'mnnaaarfda')
(52, 'hospital', 'sra')
(52, 'hospital', 'grl')
(52, 'surgeon', 'htgtrseee')
(52, 'surgeon', 'oogggggsa')
(52, 'surgeon', 'gfererrrr')
(52, 'surgeon', 'mnnaaarfda')
(52, 'surgeon', 'sra')
(52, 'surgeon', 'grl')
(52, 'bandage', 'htgtrseee')
(52, 'bandage', 'oogggggsa')
(52, 'bandage', 'gfererrrr')
(52, 'bandage', 'mnnaaarfda')
(52, 'bandage', 'sra')
(52, 'bandage', 'grl')
(52, 'patient', 'htgtrseee')
(52, 'patient', 'oogggggsa')
(52, 'patient', 'gfererrrr')
(52, 'patient', 'mnnaaarfda')
(52, 'patient', 'sra')
(52, 'patient', 'grl')
(53, 'dog', 'htgtrseee')
(53, 'dog', 'oogggggsa')
(53, 'dog', 'gfererrrr')
(53, 'dog', 'mnnaaarfda')
(53, 'dog', 'sra')
(53, 'dog', 'grl')
(53, 'cat', 'htgtrseee')
(53, 'cat', 'oogggggsa')
(53, 'cat', 'gfererrrr')
(53, 'cat', 'mnnaaarfda')
(53, 'cat', 'sra')
(53, 'cat', 'grl')
(53, 'airplane', 'htgtrseee')
(53, 'airplane', 'oogggggsa')
(53, 'airplane', 'gfererrrr')
(53, 'airplane', 'mnnaaarfda')
(53, 'airplane', 'sra')
(53, 'airplane', 'grl')
(53, 'car', 'htgtrseee')
(53, 'car', 'oogggggsa')
(53, 'car', 'gfererrrr')
(53, 'car', 'mnnaaarfda')
(53, 'car', 'sra')
(53, 'car', 'grl')
(53, 'tree', 'htgtrseee')
(53, 'tree', 'oogggggsa')
(53, 'tree', 'gfererrrr')
(53, 'tree', 'mnnaaarfda')
(53, 'tree', 'sra')
(53, 'tree', 'grl')
(53, 'lecturer', 'htgtrseee')
(53, 'lecturer', 'oogggggsa')
(53, 'lecturer', 'gfererrrr')
(53, 'lecturer', 'mnnaaarfda')
(53, 'lecturer', 'sra')
(53, 'lecturer', 'grl')
(53, 'nurse', 'htgtrseee')
(53, 'nurse', 'oogggggsa')
(53, 'nurse', 'gfererrrr')
(53, 'nurse', 'mnnaaarfda')
(53, 'nurse', 'sra')
(53, 'nurse', 'grl')
(53, 'doctor', 'htgtrseee')
(53, 'doctor', 'oogggggsa')
(53, 'doctor', 'gfererrrr')
(53, 'doctor', 'mnnaaarfda')
(53, 'doctor', 'sra')
(53, 'doctor', 'grl')
(53, 'hospital', 'htgtrseee')
(53, 'hospital', 'oogggggsa')
(53, 'hospital', 'gfererrrr')
(53, 'hospital', 'mnnaaarfda')
(53, 'hospital', 'sra')
(53, 'hospital', 'grl')
(53, 'surgeon', 'htgtrseee')
(53, 'surgeon', 'oogggggsa')
(53, 'surgeon', 'gfererrrr')
(53, 'surgeon', 'mnnaaarfda')
(53, 'surgeon', 'sra')
(53, 'surgeon', 'grl')
(53, 'bandage', 'htgtrseee')
(53, 'bandage', 'oogggggsa')
(53, 'bandage', 'gfererrrr')
(53, 'bandage', 'mnnaaarfda')
(53, 'bandage', 'sra')
(53, 'bandage', 'grl')
(53, 'patient', 'htgtrseee')
(53, 'patient', 'oogggggsa')
(53, 'patient', 'gfererrrr')
(53, 'patient', 'mnnaaarfda')
(53, 'patient', 'sra')
(53, 'patient', 'grl')
(54, 'dog', 'htgtrseee')
(54, 'dog', 'oogggggsa')
(54, 'dog', 'gfererrrr')
(54, 'dog', 'mnnaaarfda')
(54, 'dog', 'sra')
(54, 'dog', 'grl')
(54, 'cat', 'htgtrseee')
(54, 'cat', 'oogggggsa')
(54, 'cat', 'gfererrrr')
(54, 'cat', 'mnnaaarfda')
(54, 'cat', 'sra')
(54, 'cat', 'grl')
(54, 'airplane', 'htgtrseee')
(54, 'airplane', 'oogggggsa')
(54, 'airplane', 'gfererrrr')
(54, 'airplane', 'mnnaaarfda')
(54, 'airplane', 'sra')
(54, 'airplane', 'grl')
(54, 'car', 'htgtrseee')
(54, 'car', 'oogggggsa')
(54, 'car', 'gfererrrr')
(54, 'car', 'mnnaaarfda')
(54, 'car', 'sra')
(54, 'car', 'grl')
(54, 'tree', 'htgtrseee')
(54, 'tree', 'oogggggsa')
(54, 'tree', 'gfererrrr')
(54, 'tree', 'mnnaaarfda')
(54, 'tree', 'sra')
(54, 'tree', 'grl')
(54, 'lecturer', 'htgtrseee')
(54, 'lecturer', 'oogggggsa')
(54, 'lecturer', 'gfererrrr')
(54, 'lecturer', 'mnnaaarfda')
(54, 'lecturer', 'sra')
(54, 'lecturer', 'grl')
(54, 'nurse', 'htgtrseee')
(54, 'nurse', 'oogggggsa')
(54, 'nurse', 'gfererrrr')
(54, 'nurse', 'mnnaaarfda')
(54, 'nurse', 'sra')
(54, 'nurse', 'grl')
(54, 'doctor', 'htgtrseee')
(54, 'doctor', 'oogggggsa')
(54, 'doctor', 'gfererrrr')
(54, 'doctor', 'mnnaaarfda')
(54, 'doctor', 'sra')
(54, 'doctor', 'grl')
(54, 'hospital', 'htgtrseee')
(54, 'hospital', 'oogggggsa')
(54, 'hospital', 'gfererrrr')
(54, 'hospital', 'mnnaaarfda')
(54, 'hospital', 'sra')
(54, 'hospital', 'grl')
(54, 'surgeon', 'htgtrseee')
(54, 'surgeon', 'oogggggsa')
(54, 'surgeon', 'gfererrrr')
(54, 'surgeon', 'mnnaaarfda')
(54, 'surgeon', 'sra')
(54, 'surgeon', 'grl')
(54, 'bandage', 'htgtrseee')
(54, 'bandage', 'oogggggsa')
(54, 'bandage', 'gfererrrr')
(54, 'bandage', 'mnnaaarfda')
(54, 'bandage', 'sra')
(54, 'bandage', 'grl')
(54, 'patient', 'htgtrseee')
(54, 'patient', 'oogggggsa')
(54, 'patient', 'gfererrrr')
(54, 'patient', 'mnnaaarfda')
(54, 'patient', 'sra')
(54, 'patient', 'grl')
(55, 'dog', 'htgtrseee')
(55, 'dog', 'oogggggsa')
(55, 'dog', 'gfererrrr')
(55, 'dog', 'mnnaaarfda')
(55, 'dog', 'sra')
(55, 'dog', 'grl')
(55, 'cat', 'htgtrseee')
(55, 'cat', 'oogggggsa')
(55, 'cat', 'gfererrrr')
(55, 'cat', 'mnnaaarfda')
(55, 'cat', 'sra')
(55, 'cat', 'grl')
(55, 'airplane', 'htgtrseee')
(55, 'airplane', 'oogggggsa')
(55, 'airplane', 'gfererrrr')
(55, 'airplane', 'mnnaaarfda')
(55, 'airplane', 'sra')
(55, 'airplane', 'grl')
(55, 'car', 'htgtrseee')
(55, 'car', 'oogggggsa')
(55, 'car', 'gfererrrr')
(55, 'car', 'mnnaaarfda')
(55, 'car', 'sra')
(55, 'car', 'grl')
(55, 'tree', 'htgtrseee')
(55, 'tree', 'oogggggsa')
(55, 'tree', 'gfererrrr')
(55, 'tree', 'mnnaaarfda')
(55, 'tree', 'sra')
(55, 'tree', 'grl')
(55, 'lecturer', 'htgtrseee')
(55, 'lecturer', 'oogggggsa')
(55, 'lecturer', 'gfererrrr')
(55, 'lecturer', 'mnnaaarfda')
(55, 'lecturer', 'sra')
(55, 'lecturer', 'grl')
(55, 'nurse', 'htgtrseee')
(55, 'nurse', 'oogggggsa')
(55, 'nurse', 'gfererrrr')
(55, 'nurse', 'mnnaaarfda')
(55, 'nurse', 'sra')
(55, 'nurse', 'grl')
(55, 'doctor', 'htgtrseee')
(55, 'doctor', 'oogggggsa')
(55, 'doctor', 'gfererrrr')
(55, 'doctor', 'mnnaaarfda')
(55, 'doctor', 'sra')
(55, 'doctor', 'grl')
(55, 'hospital', 'htgtrseee')
(55, 'hospital', 'oogggggsa')
(55, 'hospital', 'gfererrrr')
(55, 'hospital', 'mnnaaarfda')
(55, 'hospital', 'sra')
(55, 'hospital', 'grl')
(55, 'surgeon', 'htgtrseee')
(55, 'surgeon', 'oogggggsa')
(55, 'surgeon', 'gfererrrr')
(55, 'surgeon', 'mnnaaarfda')
(55, 'surgeon', 'sra')
(55, 'surgeon', 'grl')
(55, 'bandage', 'htgtrseee')
(55, 'bandage', 'oogggggsa')
(55, 'bandage', 'gfererrrr')
(55, 'bandage', 'mnnaaarfda')
(55, 'bandage', 'sra')
(55, 'bandage', 'grl')
(55, 'patient', 'htgtrseee')
(55, 'patient', 'oogggggsa')
(55, 'patient', 'gfererrrr')
(55, 'patient', 'mnnaaarfda')
(55, 'patient', 'sra')
(55, 'patient', 'grl')
(56, 'dog', 'htgtrseee')
(56, 'dog', 'oogggggsa')
(56, 'dog', 'gfererrrr')
(56, 'dog', 'mnnaaarfda')
(56, 'dog', 'sra')
(56, 'dog', 'grl')
(56, 'cat', 'htgtrseee')
(56, 'cat', 'oogggggsa')
(56, 'cat', 'gfererrrr')
(56, 'cat', 'mnnaaarfda')
(56, 'cat', 'sra')
(56, 'cat', 'grl')
(56, 'airplane', 'htgtrseee')
(56, 'airplane', 'oogggggsa')
(56, 'airplane', 'gfererrrr')
(56, 'airplane', 'mnnaaarfda')
(56, 'airplane', 'sra')
(56, 'airplane', 'grl')
(56, 'car', 'htgtrseee')
(56, 'car', 'oogggggsa')
(56, 'car', 'gfererrrr')
(56, 'car', 'mnnaaarfda')
(56, 'car', 'sra')
(56, 'car', 'grl')
(56, 'tree', 'htgtrseee')
(56, 'tree', 'oogggggsa')
(56, 'tree', 'gfererrrr')
(56, 'tree', 'mnnaaarfda')
(56, 'tree', 'sra')
(56, 'tree', 'grl')
(56, 'lecturer', 'htgtrseee')
(56, 'lecturer', 'oogggggsa')
(56, 'lecturer', 'gfererrrr')
(56, 'lecturer', 'mnnaaarfda')
(56, 'lecturer', 'sra')
(56, 'lecturer', 'grl')
(56, 'nurse', 'htgtrseee')
(56, 'nurse', 'oogggggsa')
(56, 'nurse', 'gfererrrr')
(56, 'nurse', 'mnnaaarfda')
(56, 'nurse', 'sra')
(56, 'nurse', 'grl')
(56, 'doctor', 'htgtrseee')
(56, 'doctor', 'oogggggsa')
(56, 'doctor', 'gfererrrr')
(56, 'doctor', 'mnnaaarfda')
(56, 'doctor', 'sra')
(56, 'doctor', 'grl')
(56, 'hospital', 'htgtrseee')
(56, 'hospital', 'oogggggsa')
(56, 'hospital', 'gfererrrr')
(56, 'hospital', 'mnnaaarfda')
(56, 'hospital', 'sra')
(56, 'hospital', 'grl')
(56, 'surgeon', 'htgtrseee')
(56, 'surgeon', 'oogggggsa')
(56, 'surgeon', 'gfererrrr')
(56, 'surgeon', 'mnnaaarfda')
(56, 'surgeon', 'sra')
(56, 'surgeon', 'grl')
(56, 'bandage', 'htgtrseee')
(56, 'bandage', 'oogggggsa')
(56, 'bandage', 'gfererrrr')
(56, 'bandage', 'mnnaaarfda')
(56, 'bandage', 'sra')
(56, 'bandage', 'grl')
(56, 'patient', 'htgtrseee')
(56, 'patient', 'oogggggsa')
(56, 'patient', 'gfererrrr')
(56, 'patient', 'mnnaaarfda')
(56, 'patient', 'sra')
(56, 'patient', 'grl')
(57, 'dog', 'htgtrseee')
(57, 'dog', 'oogggggsa')
(57, 'dog', 'gfererrrr')
(57, 'dog', 'mnnaaarfda')
(57, 'dog', 'sra')
(57, 'dog', 'grl')
(57, 'cat', 'htgtrseee')
(57, 'cat', 'oogggggsa')
(57, 'cat', 'gfererrrr')
(57, 'cat', 'mnnaaarfda')
(57, 'cat', 'sra')
(57, 'cat', 'grl')
(57, 'airplane', 'htgtrseee')
(57, 'airplane', 'oogggggsa')
(57, 'airplane', 'gfererrrr')
(57, 'airplane', 'mnnaaarfda')
(57, 'airplane', 'sra')
(57, 'airplane', 'grl')
(57, 'car', 'htgtrseee')
(57, 'car', 'oogggggsa')
(57, 'car', 'gfererrrr')
(57, 'car', 'mnnaaarfda')
(57, 'car', 'sra')
(57, 'car', 'grl')
(57, 'tree', 'htgtrseee')
(57, 'tree', 'oogggggsa')
(57, 'tree', 'gfererrrr')
(57, 'tree', 'mnnaaarfda')
(57, 'tree', 'sra')
(57, 'tree', 'grl')
(57, 'lecturer', 'htgtrseee')
(57, 'lecturer', 'oogggggsa')
(57, 'lecturer', 'gfererrrr')
(57, 'lecturer', 'mnnaaarfda')
(57, 'lecturer', 'sra')
(57, 'lecturer', 'grl')
(57, 'nurse', 'htgtrseee')
(57, 'nurse', 'oogggggsa')
(57, 'nurse', 'gfererrrr')
(57, 'nurse', 'mnnaaarfda')
(57, 'nurse', 'sra')
(57, 'nurse', 'grl')
(57, 'doctor', 'htgtrseee')
(57, 'doctor', 'oogggggsa')
(57, 'doctor', 'gfererrrr')
(57, 'doctor', 'mnnaaarfda')
(57, 'doctor', 'sra')
(57, 'doctor', 'grl')
(57, 'hospital', 'htgtrseee')
(57, 'hospital', 'oogggggsa')
(57, 'hospital', 'gfererrrr')
(57, 'hospital', 'mnnaaarfda')
(57, 'hospital', 'sra')
(57, 'hospital', 'grl')
(57, 'surgeon', 'htgtrseee')
(57, 'surgeon', 'oogggggsa')
(57, 'surgeon', 'gfererrrr')
(57, 'surgeon', 'mnnaaarfda')
(57, 'surgeon', 'sra')
(57, 'surgeon', 'grl')
(57, 'bandage', 'htgtrseee')
(57, 'bandage', 'oogggggsa')
(57, 'bandage', 'gfererrrr')
(57, 'bandage', 'mnnaaarfda')
(57, 'bandage', 'sra')
(57, 'bandage', 'grl')
(57, 'patient', 'htgtrseee')
(57, 'patient', 'oogggggsa')
(57, 'patient', 'gfererrrr')
(57, 'patient', 'mnnaaarfda')
(57, 'patient', 'sra')
(57, 'patient', 'grl')
(58, 'dog', 'htgtrseee')
(58, 'dog', 'oogggggsa')
(58, 'dog', 'gfererrrr')
(58, 'dog', 'mnnaaarfda')
(58, 'dog', 'sra')
(58, 'dog', 'grl')
(58, 'cat', 'htgtrseee')
(58, 'cat', 'oogggggsa')
(58, 'cat', 'gfererrrr')
(58, 'cat', 'mnnaaarfda')
(58, 'cat', 'sra')
(58, 'cat', 'grl')
(58, 'airplane', 'htgtrseee')
(58, 'airplane', 'oogggggsa')
(58, 'airplane', 'gfererrrr')
(58, 'airplane', 'mnnaaarfda')
(58, 'airplane', 'sra')
(58, 'airplane', 'grl')
(58, 'car', 'htgtrseee')
(58, 'car', 'oogggggsa')
(58, 'car', 'gfererrrr')
(58, 'car', 'mnnaaarfda')
(58, 'car', 'sra')
(58, 'car', 'grl')
(58, 'tree', 'htgtrseee')
(58, 'tree', 'oogggggsa')
(58, 'tree', 'gfererrrr')
(58, 'tree', 'mnnaaarfda')
(58, 'tree', 'sra')
(58, 'tree', 'grl')
(58, 'lecturer', 'htgtrseee')
(58, 'lecturer', 'oogggggsa')
(58, 'lecturer', 'gfererrrr')
(58, 'lecturer', 'mnnaaarfda')
(58, 'lecturer', 'sra')
(58, 'lecturer', 'grl')
(58, 'nurse', 'htgtrseee')
(58, 'nurse', 'oogggggsa')
(58, 'nurse', 'gfererrrr')
(58, 'nurse', 'mnnaaarfda')
(58, 'nurse', 'sra')
(58, 'nurse', 'grl')
(58, 'doctor', 'htgtrseee')
(58, 'doctor', 'oogggggsa')
(58, 'doctor', 'gfererrrr')
(58, 'doctor', 'mnnaaarfda')
(58, 'doctor', 'sra')
(58, 'doctor', 'grl')
(58, 'hospital', 'htgtrseee')
(58, 'hospital', 'oogggggsa')
(58, 'hospital', 'gfererrrr')
(58, 'hospital', 'mnnaaarfda')
(58, 'hospital', 'sra')
(58, 'hospital', 'grl')
(58, 'surgeon', 'htgtrseee')
(58, 'surgeon', 'oogggggsa')
(58, 'surgeon', 'gfererrrr')
(58, 'surgeon', 'mnnaaarfda')
(58, 'surgeon', 'sra')
(58, 'surgeon', 'grl')
(58, 'bandage', 'htgtrseee')
(58, 'bandage', 'oogggggsa')
(58, 'bandage', 'gfererrrr')
(58, 'bandage', 'mnnaaarfda')
(58, 'bandage', 'sra')
(58, 'bandage', 'grl')
(58, 'patient', 'htgtrseee')
(58, 'patient', 'oogggggsa')
(58, 'patient', 'gfererrrr')
(58, 'patient', 'mnnaaarfda')
(58, 'patient', 'sra')
(58, 'patient', 'grl')
(59, 'dog', 'htgtrseee')
(59, 'dog', 'oogggggsa')
(59, 'dog', 'gfererrrr')
(59, 'dog', 'mnnaaarfda')
(59, 'dog', 'sra')
(59, 'dog', 'grl')
(59, 'cat', 'htgtrseee')
(59, 'cat', 'oogggggsa')
(59, 'cat', 'gfererrrr')
(59, 'cat', 'mnnaaarfda')
(59, 'cat', 'sra')
(59, 'cat', 'grl')
(59, 'airplane', 'htgtrseee')
(59, 'airplane', 'oogggggsa')
(59, 'airplane', 'gfererrrr')
(59, 'airplane', 'mnnaaarfda')
(59, 'airplane', 'sra')
(59, 'airplane', 'grl')
(59, 'car', 'htgtrseee')
(59, 'car', 'oogggggsa')
(59, 'car', 'gfererrrr')
(59, 'car', 'mnnaaarfda')
(59, 'car', 'sra')
(59, 'car', 'grl')
(59, 'tree', 'htgtrseee')
(59, 'tree', 'oogggggsa')
(59, 'tree', 'gfererrrr')
(59, 'tree', 'mnnaaarfda')
(59, 'tree', 'sra')
(59, 'tree', 'grl')
(59, 'lecturer', 'htgtrseee')
(59, 'lecturer', 'oogggggsa')
(59, 'lecturer', 'gfererrrr')
(59, 'lecturer', 'mnnaaarfda')
(59, 'lecturer', 'sra')
(59, 'lecturer', 'grl')
(59, 'nurse', 'htgtrseee')
(59, 'nurse', 'oogggggsa')
(59, 'nurse', 'gfererrrr')
(59, 'nurse', 'mnnaaarfda')
(59, 'nurse', 'sra')
(59, 'nurse', 'grl')
(59, 'doctor', 'htgtrseee')
(59, 'doctor', 'oogggggsa')
(59, 'doctor', 'gfererrrr')
(59, 'doctor', 'mnnaaarfda')
(59, 'doctor', 'sra')
(59, 'doctor', 'grl')
(59, 'hospital', 'htgtrseee')
(59, 'hospital', 'oogggggsa')
(59, 'hospital', 'gfererrrr')
(59, 'hospital', 'mnnaaarfda')
(59, 'hospital', 'sra')
(59, 'hospital', 'grl')
(59, 'surgeon', 'htgtrseee')
(59, 'surgeon', 'oogggggsa')
(59, 'surgeon', 'gfererrrr')
(59, 'surgeon', 'mnnaaarfda')
(59, 'surgeon', 'sra')
(59, 'surgeon', 'grl')
(59, 'bandage', 'htgtrseee')
(59, 'bandage', 'oogggggsa')
(59, 'bandage', 'gfererrrr')
(59, 'bandage', 'mnnaaarfda')
(59, 'bandage', 'sra')
(59, 'bandage', 'grl')
(59, 'patient', 'htgtrseee')
(59, 'patient', 'oogggggsa')
(59, 'patient', 'gfererrrr')
(59, 'patient', 'mnnaaarfda')
(59, 'patient', 'sra')
(59, 'patient', 'grl')
(60, 'dog', 'htgtrseee')
(60, 'dog', 'oogggggsa')
(60, 'dog', 'gfererrrr')
(60, 'dog', 'mnnaaarfda')
(60, 'dog', 'sra')
(60, 'dog', 'grl')
(60, 'cat', 'htgtrseee')
(60, 'cat', 'oogggggsa')
(60, 'cat', 'gfererrrr')
(60, 'cat', 'mnnaaarfda')
(60, 'cat', 'sra')
(60, 'cat', 'grl')
(60, 'airplane', 'htgtrseee')
(60, 'airplane', 'oogggggsa')
(60, 'airplane', 'gfererrrr')
(60, 'airplane', 'mnnaaarfda')
(60, 'airplane', 'sra')
(60, 'airplane', 'grl')
(60, 'car', 'htgtrseee')
(60, 'car', 'oogggggsa')
(60, 'car', 'gfererrrr')
(60, 'car', 'mnnaaarfda')
(60, 'car', 'sra')
(60, 'car', 'grl')
(60, 'tree', 'htgtrseee')
(60, 'tree', 'oogggggsa')
(60, 'tree', 'gfererrrr')
(60, 'tree', 'mnnaaarfda')
(60, 'tree', 'sra')
(60, 'tree', 'grl')
(60, 'lecturer', 'htgtrseee')
(60, 'lecturer', 'oogggggsa')
(60, 'lecturer', 'gfererrrr')
(60, 'lecturer', 'mnnaaarfda')
(60, 'lecturer', 'sra')
(60, 'lecturer', 'grl')
(60, 'nurse', 'htgtrseee')
(60, 'nurse', 'oogggggsa')
(60, 'nurse', 'gfererrrr')
(60, 'nurse', 'mnnaaarfda')
(60, 'nurse', 'sra')
(60, 'nurse', 'grl')
(60, 'doctor', 'htgtrseee')
(60, 'doctor', 'oogggggsa')
(60, 'doctor', 'gfererrrr')
(60, 'doctor', 'mnnaaarfda')
(60, 'doctor', 'sra')
(60, 'doctor', 'grl')
(60, 'hospital', 'htgtrseee')
(60, 'hospital', 'oogggggsa')
(60, 'hospital', 'gfererrrr')
(60, 'hospital', 'mnnaaarfda')
(60, 'hospital', 'sra')
(60, 'hospital', 'grl')
(60, 'surgeon', 'htgtrseee')
(60, 'surgeon', 'oogggggsa')
(60, 'surgeon', 'gfererrrr')
(60, 'surgeon', 'mnnaaarfda')
(60, 'surgeon', 'sra')
(60, 'surgeon', 'grl')
(60, 'bandage', 'htgtrseee')
(60, 'bandage', 'oogggggsa')
(60, 'bandage', 'gfererrrr')
(60, 'bandage', 'mnnaaarfda')
(60, 'bandage', 'sra')
(60, 'bandage', 'grl')
(60, 'patient', 'htgtrseee')
(60, 'patient', 'oogggggsa')
(60, 'patient', 'gfererrrr')
(60, 'patient', 'mnnaaarfda')
(60, 'patient', 'sra')
(60, 'patient', 'grl')
